,author,statement,source,date,target
301,Natalie Dunlap,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",Tweets,"April 29, 2021",pants-fire
303,Gabrielle Settles,60% of new COVID-19 patients are people who received the vaccine.,Viral image,"April 29, 2021",pants-fire
304,Bill McCarthy,Says Joe Biden is “going to control how much meat you can eat.”,Kevin McCarthy,"April 29, 2021",pants-fire
305,Jill Terreri,“Law enforcement violence is the leading cause of death for young Black men and women in the US.”,Kevin Parker,"• April 29,",false
306,Noah Y.,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,Facebook posts,"• April 29,",pants-fire
307,Michael Majchrowicz,"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",Facebook posts,"April 29, 2021",false
308,Samantha Putterman,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts,"April 28, 2021",false
309,Harrison Dover,“Very few … if any” states have a minimum wage of $7.25 an hour.,Joe Manchin,"April 28, 2021",false
310,Tom Kertscher,“Joe Biden says Americans can only celebrate the Fourth of July if he says so.”,Facebook posts,"April 28, 2021",false
311,Ciara O'Rourke,"A Centers for Disease Control and Prevention campaign says, “FACT: Refusing to take the vaccine is a form of racism since it harms people of color.”",Viral image,"April 28, 2021",false
312,Tom Kertscher,"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",Bloggers,"April 28, 2021",false
313,Ciara O'Rourke,“UN cultural agency removes birthplace of Jesus from its list of heritage sites.”,Viral image,"April 28, 2021",false
314,Ciara O'Rourke,"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",Facebook posts,"April 28, 2021",pants-fire
315,Ciara O'Rourke,“Hillary Clinton hanged at GITMO.”,Bloggers,"April 28, 2021",pants-fire
316,Samantha Putterman,Joe Biden’s 100-day approval rating “is the lowest in American history.”,Bloggers,"April 28, 2021",false
319,Louis Jacobson,“Biden is currently sending more military equipment to our neighborhoods than Trump did.”,Black Lives Matter,"April 27, 2021",false
320,Ciara O'Rourke,“A quarter of a million illegal votes found in Arizona’s audit.”,Facebook posts,"April 27, 2021",false
321,Ciara O'Rourke,“Bill Gates fights to keep vaccine ingredients secret.”,Facebook posts,"April 27, 2021",false
322,Louis Jacobson,"“70% of Americans don't believe a word the mainstream media puts out,” so “everyone who thinks Biden won are only 30% of the population.”",Facebook posts,"April 27, 2021",false
324,Samantha Putterman,Mariah Carey faked getting her COVID-19 vaccine because the needle can’t be seen coming out of her arm.,Instagram posts,"April 27, 2021",false
325,Tom Kertscher,"“Human trafficking and drugs” at the Mexico border have “doubled, tripled and quadrupled” since Joe Biden became president.",Donald Trump,"April 27, 2021",false
326,Ciara O'Rourke,“The Biden Administration is buying Kamala Harris’ book with our taxpayer dollars.”,Facebook posts,"April 27, 2021",false
327,Ciara O'Rourke,Photo shows Facebook’s “community standards team.”,Viral image,"April 27, 2021",false
328,Ciara O'Rourke,COVID-19 “has killed less people than the damn flu.”,Facebook posts,"April 27, 2021",false
329,Ciara O'Rourke,"Says the Memphis Police Department “will no longer respond” to crimes including larceny, breaking and entering, and motor vehicle theft.",Viral image,"April 27, 2021",false
330,Louis Jacobson,“You didn't see Republicans when we had control of the Senate try to rig the game.”,Ted Cruz,"April 27, 2021",false
332,Bill McCarthy,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",Fox News Channel,"April 26, 2021",pants-fire
333,Gabrielle Settles,"By clicking on a link from a fake USPS text message, “you are sending your precise location to sex traffickers in your local area” so they can kidnap you.",Facebook posts,"April 26, 2021",false
334,Andy Nguyen,"“Those 30-, 40-year mortgages” prove that banks know climate change “is not going to happen.”",Instagram posts,"April 26, 2021",false
335,Ciara O'Rourke,Says Joe Biden was the only world leader to wear a face mask during a video conference.,Viral image,"April 26, 2021",false
336,Ciara O'Rourke,"Says the Chicago Police Department tweeted, “We are all Derek Chauvin.”",Viral image,"April 26, 2021",false
337,Madison Czopek,Officials “recommend that women who get one of these (COVID-19) shots should absolutely not get pregnant for at least the first two months after they’ve been injected.”,Sherri Tenpenny,"April 26, 2021",false
339,Gabrielle Settles,"Says Joe Biden said, “This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",Instagram posts,"April 23, 2021",false
340,Miriam Valverde,"""Mountains of data"" show drug ivermectin ""basically obliterates"" COVID-19 transmission.",Instagram posts,"April 23, 2021",false
341,Bill McCarthy,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",TikTok posts,"April 23, 2021",pants-fire
342,Ciara O'Rourke,Video shows Donald Trump returning to Washington “in a blaze of glory on Air Force 1.”,Facebook posts,"April 23, 2021",pants-fire
343,Ciara O'Rourke,“Pope Francis is dead.”,Facebook posts,"April 23, 2021",pants-fire
344,Brandon Mulder,"“Statistics show that more people of color don't have cars than not. So how do (drive-thru voting centers) help those folks?""",Dan Patrick,"April 23, 2021",false
347,Samantha Putterman,The knife was on the ground when police arrived at the scene of Ma’Khia Bryant shooting.,Facebook posts,"April 23, 2021",false
349,Gabrielle Settles,Derek Chauvin’s attorney said that space aliens “inhabited the body of Derek Chauvin and caused this death.”,TikTok posts,"April 22, 2021",false
350,Samantha Putterman,"Says LeBron James said, “We’re at the point where a girl can’t even stab her friends anymore.”",Facebook posts,"April 22, 2021",pants-fire
351,Samantha Putterman,Photos reveal Greta Thunberg is a trained actress who comes from a long line of actors.,Viral image,"April 22, 2021",false
353,Tom Kertscher,Two photos show climate change “is a hoax.”,Facebook posts,"April 21, 2021",false
354,Andy Nguyen,“Black Lives Matter and antifa set Catholic church on fire in Minneapolis.”,Instagram posts,"April 21, 2021",false
355,Samantha Putterman,Photo shows President Barack Obama posing with a 420 sign.,Viral image,"April 21, 2021",pants-fire
356,Bill McCarthy,Derek Chauvin’s trial and conviction for the murder of George Floyd was faked as part of a “false flag.”,Facebook posts,"April 21, 2021",pants-fire
357,Michael Majchrowicz,Women’s menstrual cycles and fertility are affected by being around people who have received COVID-19 vaccines,Facebook posts,"April 21, 2021",false
358,Tom Kertscher,“Stanford study results” show face masks are ineffective and dangerous.,Bloggers,"April 21, 2021",false
359,Eric Litke,“Private insurance gives … better coverage” than people would get under a Medicaid expansion.,Mark Born,"April 21, 2021",false
360,Samantha Putterman,Japan’s prime minister met with Vice President Kamala Harris holding a Trump 2024 sign and wearing a red baseball cap.,Facebook posts,"April 20, 2021",pants-fire
362,Andy Nguyen,“Foot Locker donated 200 million dollars to BLM.”,Facebook posts,"April 19, 2021",false
363,Bill McCarthy,Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.,Facebook posts,"April 19, 2021",false
364,Samantha Putterman,Schools stopped teaching children cursive so they wouldn’t be able to read the U.S. Constitution and other historical documents.,Facebook posts,"April 19, 2021",pants-fire
366,Ciara O'Rourke,A serial killer is on the loose in Virginia.,Facebook posts,"April 19, 2021",false
368,Brandon Mulder,Texas “could be very close to herd immunity.”,Greg Abbott,"April 19, 2021",false
370,Tom Kertscher,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",Diamond and Silk,"April 16, 2021",false
371,Ciara O'Rourke,Police say there is a suspected serial killer in Baton Rouge.,Viral image,"April 16, 2021",false
372,Clara Hendrickson,Michigan used a mathematical “key” to manipulate vote totals in 2020 election.,Douglas Frank,"April 16, 2021",pants-fire
373,Michael Majchrowicz,"“This is all about a certificate of vaccination where they get you a national ID, and then the AI can track you.”",Facebook posts,"April 16, 2021",pants-fire
374,Ciara O'Rourke,"Coca-Cola, Ben & Jerry’s and other companies support rioting.",Viral image,"April 16, 2021",false
376,Miriam Valverde,Says the nation is locked down and there’s “a wide open border.”,Facebook posts,"April 15, 2021",false
377,Bill McCarthy,"“Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.”",Tucker Carlson,"April 15, 2021",pants-fire
382,Tom Kertscher,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",George Papadopoulos,"April 15, 2021",false
383,Ciara O'Rourke,“Marjorie Taylor Greene just scrubbed her Twitter feed of all things Gaetz.”,Viral image,"April 15, 2021",false
384,Ciara O'Rourke,“Moderna chief medical officer admits: mRNA alters DNA.”,Facebook posts,"April 14, 2021",false
385,Michael Majchrowicz,“Jay-Z and Beyonce are buying back DMX’s masters for $10 Million and giving to his kids for free.”,Facebook posts,"April 14, 2021",pants-fire
386,Ciara O'Rourke,“McDonald’s and Coke have both announced no whites will be hired in top positions.”,Facebook posts,"April 13, 2021",false
387,Amy Sherman,Says Raphael Warnock supports boycotts of Georgia to protest voting law.,National Republican Senatorial Committee,"April 13, 2021",false
388,Louis Jacobson,“Something less than 6% ... of this proposal that President Biden has put forward is actually focused on infrastructure.”,Liz Cheney,"April 13, 2021",pants-fire
389,Ciara O'Rourke,"A serial killer is targeting women in Hot Springs, Ark.",Facebook posts,"April 13, 2021",false
390,Andy Nguyen,Says the “1986 Vaccine protection act” resulted in “the biggest jump in shots” for children because it gave drug manufacturers “exemption for responsibility of killing people.”,Facebook posts,"April 13, 2021",false
391,Ciara O'Rourke,A photo shows Queen Elizabeth giggling because Prince Philip surprised her dressed in uniform as a palace guard.,Viral image,"April 13, 2021",false
392,Bill McCarthy,"""DMX received COVID vaccine days before heart attack.""",Instagram posts,"April 12, 2021",false
393,Ciara O'Rourke,"After learning some officers are Jewish, “Ilhan Omar says police shouldn’t exist.”",Viral image,"April 12, 2021",pants-fire
394,Ciara O'Rourke,"“George Floyd’s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ‘road rage’ shooting of a white couple, killing the mother of six sitting in the passenger seat.”",Viral image,"April 12, 2021",false
397,Tom Kertscher,Black Lives Matter protest at Iowa Capitol was an “insurrection” like that on Jan. 6 at the U.S. Capitol.,Bloggers,"April 12, 2021",false
401,Michael Majchrowicz,“56 million defenseless people ‘rounded up and exterminated’ in the 20th Century because of gun control.”,Instagram posts,"April 9, 2021",false
402,Jon Greenberg,Says Officer Derek Chauvin’s knee was “not on neck of George Floyd.”,Instagram posts,"April 9, 2021",false
404,Madison Czopek,"“Covid-does NOT exist AS A VIRUS,” and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",Instagram posts,"April 9, 2021",pants-fire
405,Brandon Mulder,"“Nothing has changed in the election code (under SB 7) regarding early voting. Nothing has changed.""",Dan Patrick,"April 9, 2021",pants-fire
407,Tom Kertscher,"""New poll indicates” Joe Biden’s “approval at 11%, the lowest approval rating of any president in American history.""",Facebook posts,"April 8, 2021",pants-fire
409,Tom Kertscher,“Former Las Vegas Raiders offensive tackle Bruce Campbell involved in altercation.”,Facebook posts,"April 7, 2021",false
412,Bill McCarthy,"""Sunday was never used before as a voting day in Georgia.”",Edward Lawrence,"April 7, 2021",false
413,Tom Kertscher,“Report: Biden administration busing ‘thousands’ of illegals to red states to get permanent status.”,Bloggers,"April 7, 2021",false
418,Andy Nguyen,“6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”,Instagram posts,"April 6, 2021",false
419,Bill McCarthy,“The Biden administration is engaging in human trafficking because they are enabling this to happen” at the southern border.,Katie Pavlich,"April 6, 2021",false
420,Ciara O'Rourke,Says Donald Trump indicted Amy Coney Barrett.,Bloggers,"April 6, 2021",pants-fire
423,Gabrielle Settles,"“Pete Buttigieg’s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.”",Facebook posts,"April 6, 2021",false
424,Tom Kertscher,"“Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).”",The Gateway Pundit,"April 6, 2021",false
426,Samantha Putterman,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal.",Bloggers,"April 5, 2021",pants-fire
428,Madison Czopek,"In this photo, “Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store”",Viral image,"April 5, 2021",false
431,Gabrielle Settles,"“As of today, no one has the right to film or photograph Mr. Biden as he climbs the flight of stairs. New White House spokesman orders!!?”",TikTok posts,"April 2, 2021",pants-fire
434,Bill McCarthy,"""They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.”",Tweets,"April 2, 2021",false
436,Samantha Putterman,The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.,Bloggers,"April 2, 2021",false
438,Gabrielle Settles,“The tax deadline is April 18th. Do your taxes soon.”,Viral image,"April 1, 2021",false
439,Daniel Funke,"""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.",Facebook posts,"April 1, 2021",pants-fire
440,Tom Kertscher,"“If I don’t take the vaccine, I’m at risk for covid. If I do take the vaccine, I’m still at risk for covid PLUS I’m at risk for permanent vaccine side effects. Therefore I’m reducing my risk by not taking the vaccine. That’s the real science.”",Facebook posts,"March 31, 2021",false
442,Gabrielle Settles,A map shows “all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.”,Facebook posts,"March 31, 2021",false
443,Noah Y.,Says H.R. 1 gives immigrants illegally in the country “the right to vote.”,Instagram posts,"• March 31,",false
444,Andy Nguyen,"“From Europe: 3,964 people have died from adverse drug reactions for COVID-19 ‘vaccines’ – 162,610 injuries.”",Bloggers,"March 31, 2021",false
445,Louis Jacobson,"If the voting bill H.R. 1 is passed, “absentee ballots would be mailed out to anyone without proof of the voter’s identity.”",Facebook posts,"March 31, 2021",false
447,Madison Czopek,Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,Facebook posts,"March 31, 2021",pants-fire
448,Michael Majchrowicz,Image of expansive pit shows a lithium mine.,Viral image,"March 31, 2021",false
449,Samantha Putterman,Says Ben Shapiro said on Twitter that his “red pill moment” was sharing cupcakes with poor kids.,Facebook posts,"March 31, 2021",pants-fire
451,Amy Sherman,Georgia’s new voting law “makes it a JAIL-TIME CRIME to drop off grandma’s absentee ballot in a dropbox.”,Facebook posts,"March 30, 2021",false
454,Samantha Putterman,The ship that was stuck in the Suez Canal was a planned or staged event.,Instagram posts,"March 30, 2021",false
455,Bill McCarthy,"Says Rachel Levine was Time magazine's ""Woman of the Year.""",Facebook posts,"March 30, 2021",false
456,Noah Y.,Nostradamus predicted that a “feeble man” would rule the “Western World” after a time of “plague.”,Facebook posts,"• March 30,",pants-fire
459,Warren Fiske,“There is no discernible difference between the spread and deaths of COVID in Virginia than there is in Florida.”,Pete Snyder,"March 30, 2021",false
462,Bill McCarthy,“Toxicology report was made public by the MN prosecution revealing the cause of George Floyd’s death was a fentanyl overdose.”,Facebook posts,"March 30, 2021",false
463,Gabrielle Settles,"Says Jimmy Kimmel, Jimmy Fallon and Stephen Colbert are “still not doing Biden jokes.""",Facebook posts,"March 30, 2021",false
464,Samantha Putterman,Says Google Earth blocked people from seeing the Suez Canal.,Facebook posts,"March 29, 2021",false
467,Louis Jacobson,"""There are 43 states that have now passed voter suppression laws.""",James Clyburn,"March 29, 2021",false
472,Bill McCarthy,"""Ted Cruz says owning a gun should be as hassle free as owning a car, which as I recall requires a license and registration.""",Facebook posts,"March 29, 2021",false
477,Taylor Goldenstein,"""Since 2006 Texas has given $19B in taxpayer subsidies to wind energy companies. Over the past 2-3 years Texas has tripled our dependence on wind energy to 23-25 percent of our energy distribution system.""",Allen West,"March 26, 2021",false
479,Eric Litke,“You can’t tell me they can (develop a safe vaccine) in eight to 10 months. Or a year. It takes more time than that.”,James Edming,"March 26, 2021",pants-fire
482,Miriam Valverde,“We’re sending back the vast majority of the families that are coming.”,Joe Biden,"March 25, 2021",false
483,Ciara O'Rourke,Bull sharks were released in an Arkansas river.,Viral image,"March 25, 2021",false
486,Daniel Funke,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking” by Hillary Clinton.",Facebook posts,"March 25, 2021",pants-fire
488,Bill McCarthy,"A CNN chyron said the Boulder “shooter was factually Arabic, but morally white.”",Facebook posts,"March 25, 2021",pants-fire
490,Tom Kertscher,"""80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.""",Facebook posts,"March 25, 2021",false
496,Noah Y.,"The “president of Drag Queen Story Hour” was “arrested, charged with child pornography.”",Facebook posts,"• March 24,",false
498,Tom Kertscher,"“Finally, a judge has ruled Dominion voting machines were designed to create fraud.”",Facebook posts,"March 23, 2021",false
501,Daniel Funke,"The shooting in Boulder, Colo., was a ""false flag like most of the others.""",Facebook posts,"March 23, 2021",pants-fire
502,Bill McCarthy,The southern U.S. border “is now open to anyone from anywhere in the world who wishes to enter our country.”,Jeanine Pirro,"March 23, 2021",false
503,Ciara O'Rourke,“Texas has launched ‘Operation Lone Star’ to finish the border wall themselves.”,Facebook posts,"March 23, 2021",false
504,Ciara O'Rourke,"Gas costs $7.89 at a station in Albuquerque, New Mexico.",Viral image,"March 23, 2021",false
506,Samantha Putterman,The movie “I am Legend” was based in the year 2021 and people turned into zombies “because of the wrong vaccine.”,Facebook posts,"March 22, 2021",false
507,Ciara O'Rourke,“Jamaica has not recorded any case of the coronavirus.”,Viral image,"March 22, 2021",pants-fire
508,Andy Nguyen,Aluminum “is in the vaccine” and will hurt the brain.,Instagram posts,"March 22, 2021",false
510,Ciara O'Rourke,Says Disneyland is enforcing a “no scream” policy on roller coasters.,Viral image,"March 22, 2021",false
511,Ciara O'Rourke,Video “proves 100% that President Joe Biden is not a ‘human’ being.”,Viral image,"March 22, 2021",pants-fire
515,Samantha Putterman,"“Pelosi’s $1.9 trillion bailout gives EVERY federal employee a $21,000 bonus check… they never lost their job!”",Facebook posts,"March 19, 2021",false
516,Bill McCarthy,"“Black Lives Matter of Atlanta Charged with Wire Fraud, Money Laundering and Allegedly Using almost 500k in Donations For Personal Use.”",Tweets,"March 19, 2021",false
518,Michael Majchrowicz,"Says Burisma admitted in a Ukrainian court to paying Joe Biden $900,000.",Facebook posts,"March 19, 2021",false
519,Noah Y.,A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,Bloggers,"• March 19,",pants-fire
523,Ciara O'Rourke,"Says Candace Owens tweeted, “Yes, my husband did cheat on me with my brother. Yes, he said no when I asked to join.”",Viral image,"March 19, 2021",false
525,Ciara O'Rourke,Video shows Joe Biden faked an interview in front of a green screen.,YouTube videos,"March 18, 2021",pants-fire
526,Samantha Putterman,The Atlanta shooting suspect wrote an anti-China post on Facebook prior to the shootings.,Facebook posts,"March 18, 2021",false
527,Ciara O'Rourke,“70% of Georgians said they would vote for Trump in 2024.”,Mike Huckabee,"March 18, 2021",false
528,Jon Greenberg,“Democrats have accomplished a lot in just 2 months ... 1 Million energy jobs destroyed.”,Kevin McCarthy,"March 17, 2021",pants-fire
529,Sudiksha Kochi,Says Meghan Markle tweeted about Oprah Winfrey following her primetime interview.,Viral image,"March 17, 2021",pants-fire
530,Bill McCarthy,"The Washington Post was ""forced to correct what (Donald Trump) told the secretary of state of Georgia.”",Maria Bartiromo,"March 17, 2021",false
531,Samantha Putterman,A photo shows a recent White House event was actually filmed at Tyler Perry Studios in Atlanta.,Facebook posts,"March 17, 2021",pants-fire
532,Ciara O'Rourke,“Actor Tom Hanks has passed away age 63.”,Viral image,"March 17, 2021",pants-fire
533,Daniel Funke,"Says Joe Biden is “now saying he inherited ‘a mess’ at the border. Fact: 9,000 illegals all of 2020. So far in 2021 108,000 entered U.S.”",Facebook posts,"March 17, 2021",false
534,Ciara O'Rourke,"Says Kamala Harris said, “We will be shuttering the VA… the money saved will go to better use in assisting refugee families.”",Viral image,"March 17, 2021",pants-fire
536,Eric Litke,"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",Facebook posts,"March 17, 2021",pants-fire
540,Tom Kertscher,“Donald J. Trump’s signature is on the new stimulus checks.”,Facebook posts,"March 16, 2021",false
541,Jon Greenberg,"The COVID economic relief package “included $600 million for San Francisco, part of which goes to cover the tab for free alcohol and marijuana for the homeless.""",Kevin McCarthy,"March 16, 2021",false
542,Tom Kertscher,Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,Aubrey Huff,"March 16, 2021",false
545,Tom Kertscher,"""90% of Americans do not support universal background checks.""",Colion Noir,"March 15, 2021",false
546,Samantha Putterman,"Vaccines send the immune system into “perpetual overdrive” by instructing cells to keep “making the protein of an invader, nonstop, forever and ever.”",Facebook posts,"March 15, 2021",false
547,Ciara O'Rourke,“Fauci admits he isn’t listening to the science when advocating policy.”,Facebook posts,"March 15, 2021",false
550,Michael Majchrowicz,Says Meghan Markle was paid $7 million for giving an interview to Oprah.,Viral image,"March 12, 2021",false
551,Ciara O'Rourke,Says Rachel Levine “is telling us that Dr. Seuss books and Mr. Potato Head are bad for the children.”,Viral image,"March 12, 2021",false
552,Madison Czopek,There are nanoparticles in the COVID-19 vaccine that will help people “locate you” via 5G networks.,Facebook posts,"March 12, 2021",pants-fire
553,Bill McCarthy,"Says President Joe Biden promoted ""mandatory vaccines for everybody"" in his March 11 address.",Facebook posts,"March 12, 2021",false
555,Ciara O'Rourke,"“Next week has a time change, full moon and Friday the 13th.”",Viral image,"March 12, 2021",false
556,Samantha Putterman,Says El Chapo testified in court that he paid off Nancy Pelosi to keep the U.S.-Mexico border open for drug cartels.,Facebook posts,"March 12, 2021",pants-fire
559,Samantha Putterman,Says Oprah Winfrey for years “pimped young Hollywood girls to Harvey Weinstein to be raped.”,Facebook posts,"March 11, 2021",pants-fire
560,Ciara O'Rourke,"“Nevada AG admits to changing signature verifications manually for over 200,000 votes.”",Facebook posts,"March 11, 2021",false
562,Ciara O'Rourke,“Navy SEALs arrest Hillary Clinton.”,Bloggers,"March 11, 2021",pants-fire
564,Ciara O'Rourke,"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.",Instagram posts,"March 11, 2021",false
565,Jon Greenberg,“Schumer and Pelosi sneak funding into COVID bill.”,Bloggers,"March 11, 2021",false
566,Tom Kertscher,"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",Facebook posts,"March 11, 2021",pants-fire
570,Amy Sherman,Says H.R. 1 “allows minors to vote.”,Ted Budd,"March 10, 2021",false
571,Tom Kertscher,Says Alexandria Ocasio-Cortez's net worth is “over $1 million.”,Facebook posts,"March 10, 2021",pants-fire
573,Samantha Putterman,A video shows a nurse pretending to vaccinate actor Anthony Hopkins before squirting fluid in the syringe on the floor.,Instagram posts,"March 10, 2021",false
574,Tom Kertscher,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,Facebook posts,"March 10, 2021",false
575,Ciara O'Rourke,“Schools banning Dr. Seuss books.”,Viral image,"March 10, 2021",false
579,Tom Kertscher,“Ballots in Arizona’s Maricopa County” from the 2020 presidential election “found shredded and in dumpster days before Senate audit to begin.”,The Gateway Pundit,"March 9, 2021",false
580,Ciara O'Rourke,Says Oprah Winfrey was wearing an ankle monitor during her Meghan Markle interview.,Facebook posts,"March 9, 2021",pants-fire
583,Madison Czopek,Video suggests Dr. Anthony Fauci said vaccines don’t protect against COVID-19.,Instagram posts,"March 8, 2021",false
588,Amy Sherman,"The voting bill known as H.R. 1 would mean “that millions of illegal immigrants are quickly registered to vote.""",Mike Pence,"March 5, 2021",false
589,Bill McCarthy,H.R. 1 “would allow the Boston bomber to have a right to vote.”,Charlie Kirk,"March 5, 2021",false
590,Ciara O'Rourke,Video shows someone wearing an Anthony Fauci mask.,Viral image,"March 5, 2021",pants-fire
594,Samantha Putterman,“Biden took down Dr. Seuss and Mr. Potato Head.”,Facebook posts,"March 5, 2021",false
595,Ciara O'Rourke,Photos show U.S. senators sleeping in the chamber.,Viral image,"March 5, 2021",false
596,Monique Curet,Says 5-year-olds can “take hormones and change my sex.”,Viral image,"March 5, 2021",false
597,Ciara O'Rourke,“NASA discovers THC on meteorite fragment.”,Viral image,"March 4, 2021",pants-fire
598,Louis Jacobson,"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.”",Mike Pence,"March 4, 2021",false
599,Daniel Funke,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",Sherri Tenpenny,"March 4, 2021",pants-fire
600,Amy Sherman,H.R. 1 would “prevent removal of ineligible voters from registration rolls.”,Elise Stefanik,"March 4, 2021",false
603,Bill McCarthy,"""While he was president, President Trump never encouraged Americans to get vaccinated.""",Rachel Maddow,"March 4, 2021",false
604,Eric Litke,Republicans are “trying to create a fake unemployment insurance crisis.”,Gordon Hintz,"March 4, 2021",false
605,Noah Y.,"Says Donald Trump will be re-inaugurated as president on March 4, 2021.",Facebook posts,"• March 3,",pants-fire
607,Tom Kertscher,"Says he requested “10,000 National Guardsmen” for his Jan. 6 rally, but Nancy Pelosi “rejected it.”",Donald Trump,"March 2, 2021",false
608,Noah Y.,Says Rachel Levine supports “government-funded sex reassignment surgery without parental notification or authorization” for all children.,Facebook posts,"• March 2,",false
609,Samantha Putterman,Says a photo at CPAC shows evangelical leaders praying over a golden statue of former President Donald Trump.,Viral image,"March 2, 2021",false
610,Ciara O'Rourke,“Instagram has been limiting our posts so that no more than 7% of our friends see our posts.”,Viral image,"March 2, 2021",false
614,Warren Fiske,“All of the science and data say it’s perfectly safe to have teachers and students in the classroom.”,Pete Snyder,"March 2, 2021",false
615,Monique Curet,Says Nancy Pelosi bought $1.5 million “in foreign oil stock day before shut down of American line.”,Facebook posts,"March 1, 2021",false
617,Tom Kertscher,"“America has 133 million registered voters,” but “159 million votes” were cast in the 2020 presidential election.",Facebook posts,"March 1, 2021",false
618,Samantha Putterman,"Says Kaleb Torres, a young spokesperson for Shriners Hospitals for Children, has died.",Facebook posts,"March 1, 2021",false
619,Miriam Valverde,"Says Joe Biden “has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.”",Donald Trump,"March 1, 2021",false
620,Ciara O'Rourke,Identification is required “to get into Washington DC.”,Facebook posts,"March 1, 2021",false
623,Tom Kertscher,Says the Atlanta mayor is “shutting the city down for” the NBA All-Star Game weekend.,Facebook posts,"March 1, 2021",false
626,Miriam Valverde,"The Biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, MS-13 gang members are not being deported.""",Tom Cotton,"February 26, 2021",false
629,Noah Y.,"“If you take the vaccine, you'll be enrolled in a pharmacovigilance tracking system. It means that you've enrolled yourself in a medical trial.”",Simone Gold,"• February 26,",false
630,Daniel Funke,Says Jerry Nadler said “God has no authority in the House of Representatives”,Facebook posts,"February 26, 2021",false
631,Daniel Funke,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",J. Bart Classen,"February 26, 2021",pants-fire
634,Brandon Mulder,“Subsidizing investment in wind has pushed gas and nuclear out. Now we live with the consequences.”,Dan Crenshaw,"February 26, 2021",false
635,Ciara O'Rourke,Says Joe Biden said a racial slur.,Facebook posts,"February 26, 2021",false
638,Bill McCarthy,Insulin prices rose “with the swipe of (Joe Biden’s) pen.”,Facebook posts,"February 25, 2021",false
639,Amy Sherman,"HR 1 will allow members of Congress to draw a second salary “worth an estimated $600,000 per year!”",Act for America,"February 25, 2021",false
640,Samantha Putterman,Says a video captures sound from the surface of Mars,Facebook posts,"February 25, 2021",false
641,Miriam Valverde,"“Just for the record, the Biden Administration IS separating children and parents.”",Glenn Beck,"February 25, 2021",false
643,Samantha Putterman,"Says President Joe Biden canceled Trump’s “child sex ring operation, which saw thousands of arrests last year.”",Facebook posts,"February 25, 2021",false
646,Noah Y.,Nancy Pelosi explains how Democrats demonize political opponents through the “wrap-up smear.”,YouTube videos,"• February 25,",pants-fire
